"name","median_t","t_quant_2.5","t_quant_97.5","median_wide","wide_quant_2.5","wide_quant_97.5","median_body","body_quant_2.5","body_quant_97.5","gender","num_matches","num_serves"
"N.PODOROSKA",0.414332148505456,0.344538151769684,0.489494178882609,0.407693974024908,0.33764111794656,0.48028623723771,0.175736657291103,0.121824915661396,0.242713822096306,"Women",2,128
"O.DODIN",0.401739252524519,0.317720198040529,0.488700062920751,0.292848208082483,0.223692395149113,0.368393336502566,0.302779578183425,0.220796884151081,0.395040355831758,"Women",1,89
"O.JABEUR",0.520087308982115,0.442467253673042,0.593859223418805,0.33976205840897,0.274132418242907,0.410939665244778,0.137635852618591,0.0915201275152084,0.197109107755752,"Women",1,133
"P.HERCOG",0.47772776091186,0.407977929337831,0.548804899876741,0.360288029518055,0.298630353153705,0.425708605516787,0.160901573566006,0.112579470587782,0.217501736787938,"Women",1,153
"P.KVITOVA",0.422093856207076,0.377142560755294,0.466987343091239,0.428485829651965,0.384144647983501,0.474679815295109,0.1481952143389,0.11685963830972,0.181707107077563,"Women",5,420
"P.MARTIC",0.339645834666825,0.294916797357432,0.387988350798725,0.429861636162766,0.38488177631164,0.476469430564976,0.229185275288944,0.189625489958586,0.272723892809561,"Women",4,346
"P.PARMENTIER",0.354363511612669,0.276305041710826,0.440254032931306,0.329225742650342,0.256373728865484,0.405300361357113,0.314701939327252,0.235350363997419,0.406114071545405,"Women",1,89
"PM.TIG",0.352749558592622,0.288162721714493,0.422212258680619,0.448350506620834,0.380268120318977,0.521104880541275,0.196859916338602,0.143034690229926,0.256242686679555,"Women",1,148
"R.ZARAZUA",0.437588674649736,0.357313087877714,0.523212205871916,0.34319921228593,0.269850817382299,0.422288642475468,0.214781307497628,0.149665267154419,0.297802837201644,"Women",1,89
"S.CIRSTEA",0.41347672817855,0.345680343113882,0.486928551180602,0.362363814253014,0.302225796463825,0.427679596907797,0.221578365049227,0.16634891131093,0.28585702397575,"Women",1,153
"S.HALEP",0.427506898875889,0.38852915404326,0.466240247020214,0.3075455943406,0.274147511567894,0.34558525125487,0.264522921971697,0.230205372610661,0.29898757383799,"Women",8,574
"S.KENIN",0.458493938002944,0.426083535758365,0.48901010718469,0.445985446260443,0.414581245865043,0.478455097965653,0.0952113020287358,0.0774758392406923,0.115258344555001,"Women",9,889
"S.SORRIBESTORMO",0.213491985008116,0.15870795491545,0.27693530082695,0.383117239093796,0.31454270763764,0.45786874802257,0.401362428398518,0.326040421670478,0.48036530794751,"Women",2,134
"S.STEPHENS",0.405756541233472,0.361153580604401,0.451007511799621,0.364127164119079,0.321547498791165,0.407194082985228,0.229407513128433,0.192282648482272,0.270386294814081,"Women",5,421
"S.WILLIAMS",0.401647219811695,0.348397180018578,0.454217030714672,0.508046173411309,0.454445985070164,0.560673080485651,0.0893131414698716,0.0630051529063708,0.122461598389346,"Women",4,314
"S.ZHANG",0.48017705558495,0.398086434452782,0.566795182432158,0.358858514630709,0.283710179786877,0.440465504994842,0.158018074223093,0.100476047413332,0.229853183244594,"Women",1,87
"V.AZARENKA",0.38824419074053,0.328544476936387,0.451181073176897,0.295071484831511,0.239381683621352,0.355515760737788,0.314694644407587,0.256084080223431,0.381936621700254,"Women",2,186
"V.DIATCHENKO",0.557161119604564,0.470270531244559,0.645989347104015,0.239827480793753,0.176565890711604,0.313243912362831,0.198572398598466,0.133732927237496,0.27961130168375,"Women",1,99
"V.GRACHEVA",0.314266583308612,0.24214793472917,0.390806814222136,0.360008765075658,0.287102698882637,0.438725730467244,0.323435031401092,0.242888767920697,0.4154465536472,"Women",1,99
"V.KUDERMETOVA",0.377909164318946,0.306686837652929,0.450906558732509,0.409879062360257,0.340729760550633,0.483907818816203,0.209891971072548,0.151434472980515,0.278910009084292,"Women",1,126
