"name","median_t","t_quant_2.5","t_quant_97.5","median_wide","wide_quant_2.5","wide_quant_97.5","gender","num_matches"
"G.MUGURUZA",1.01535024834717,0.630451873692839,1.43421867762025,0.0128401400644445,-0.397587999138449,0.428580316187106,"Women",5
"I.BARA",0.51522030476171,-0.0862650303915888,1.11001794659941,-0.941770825366488,-1.58607613006195,-0.303920710224791,"Women",1
"I.BEGU",0.674798646587268,0.125999793246667,1.2563820747048,-0.622812367373383,-1.16491396959601,-0.0675609839346062,"Women",1
"I.SWIATEK",1.32419677191447,0.879502387489547,1.78843322952506,-0.408203871274992,-0.887101812262626,0.0489996518623127,"Women",4
"J.KONTA",1.28536858149546,0.827522579496083,1.75027671917946,0.778607200687659,0.324368209659519,1.24809964514187,"Women",3
"J.LARSSON",1.46394886701579,0.856558032090886,2.14262802850104,-0.18320142142649,-0.836664283568021,0.499634763382058,"Women",1
"J.OSTAPENKO",0.82509782642934,0.249990170268103,1.39988790204491,-0.705448570516543,-1.3067428486039,-0.116376202104898,"Women",1
"J.PEGULA",0.928684425027636,0.400260515704038,1.46997009037409,-0.647600271173784,-1.23371836695047,-0.0439104780690435,"Women",1
"K.AHN",0.664550850414322,0.161266571316923,1.15284098872197,-0.714114137841176,-1.250028695231,-0.191465720223055,"Women",1
"K.BERTENS",1.13259872503679,0.701594264410501,1.56272513266033,-0.182275877623589,-0.616679956401201,0.255050872642498,"Women",5
"K.JUVAN",1.30286823208196,0.766043027128807,1.82498411341635,0.324346240325979,-0.204171803923942,0.876735084638343,"Women",1
"K.KANEPI",0.712800453650468,0.184587478708957,1.26668903337741,-0.173761075190254,-0.686240154634158,0.353797985612371,"Women",1
"K.MLADENOVIC",0.845609070527439,0.404968894279736,1.30177625093355,-0.487507761180476,-0.935391045617805,-0.04309814702924,"Women",3
"K.NARA",1.12747537528288,0.534103608262402,1.72016324889712,-0.425823168300718,-0.996411579511806,0.188261747315829,"Women",1
"K.SINIAKOVA",1.01593760792107,0.576102873613183,1.46828728674413,-0.7628362522166,-1.21933272016695,-0.290403696543963,"Women",3
"K.ZAVATSKA",0.113608786623752,-0.421165960221527,0.640726900266697,-1.17668292916374,-1.70317096151933,-0.639613186718143,"Women",1
"Ka.PLISKOVA",1.17471311207108,0.741958832748203,1.63496776077463,0.36983494352011,-0.0553947174776448,0.815774931695184,"Women",4
"Kr.PLISKOVA",1.11009043354912,0.395235371099785,1.83860457979747,-0.0475555892029777,-0.811144163127591,0.690912772775464,"Women",1
"L.FERNANDEZ",1.08729678886447,0.426491274050448,1.72596934278904,-0.306081019284422,-0.993621825381888,0.362910379386742,"Women",1
"L.SAMSONOVA",1.09122740378975,0.597229929204842,1.62156537490644,-0.105580701381887,-0.639491280997018,0.416023513953421,"Women",1
"L.SIEGEMUND",0.16055466637416,-0.307403408283224,0.616647597504316,-1.11608443355544,-1.56269383234439,-0.675180657022972,"Women",2
"L.TSURENKO",0.292679487983175,-0.28335346988905,0.857220847248029,-1.20455045293048,-1.84344862726552,-0.583986022953875,"Women",1
"M.BARTHEL",1.3360286285437,0.736247460111193,1.91705617985395,-0.441984565209802,-1.07696304521106,0.185003913366333,"Women",1
"M.BRENGLE",0.428531934293829,-0.219897468631794,1.05579208513663,-0.717062124316542,-1.32015741679708,-0.0986267944383147,"Women",1
"M.DOI",1.25537612422854,0.617948964568624,1.89945361489542,0.058418402638372,-0.615141873368385,0.73826893104569,"Women",1
"M.KEYS",1.48437750304188,1.02320307284915,1.93876902323761,0.00018230858314186,-0.45068585204826,0.451169062533784,"Women",3
"M.LINETTE",2.00311300280478,1.46982646573141,2.56729286842236,0.617988792983056,0.081976165916423,1.19441117114947,"Women",1
"M.SHERIF",0.521809460037923,0.0069709736920131,1.04607281053962,-1.20051079267601,-1.75527035061517,-0.612307258591944,"Women",1
"M.TREVISAN",0.428098078253828,-0.176787780436805,1.06315577315241,-0.920596679790489,-1.54819431666646,-0.274969739049698,"Women",2
"M.VONDROUSOVA",0.967331595897329,0.371350019808829,1.54401539700092,-0.823215589144864,-1.45681795001668,-0.17530874924391,"Women",3
"N.OSAKA",1.18196381553583,0.736703048825515,1.6395304682495,0.243760834862186,-0.206998119798906,0.69265636397229,"Women",3
"N.PODOROSKA",1.20905616167268,0.695023371580109,1.75225404414087,-0.0401813039262455,-0.559892845936649,0.520258610895887,"Women",2
"O.DODIN",0.483980262602358,-0.0303414264117962,1.01338952027164,-0.758354543613784,-1.319738758185,-0.221797530619268,"Women",1
"O.JABEUR",1.89024384080944,1.35328968310197,2.46026490681576,0.137506900712955,-0.409123329124835,0.721285157876816,"Women",1
"P.HERCOG",1.88764822296847,1.39953506945589,2.40771379390362,0.111622275650973,-0.389325005723713,0.629246790658447,"Women",1
"P.KVITOVA",1.25521993983235,0.669831912016439,1.85938713949467,0.251457567389455,-0.352445581023184,0.886082154237192,"Women",5
"P.MARTIC",0.901421664971904,0.496613616553157,1.32047223951764,-0.348311299750178,-0.746347406337934,0.0704572820105945,"Women",4
"P.PARMENTIER",0.795855881445188,0.23756590222693,1.34737634845043,-0.847334705222149,-1.39708964894697,-0.273764625086895,"Women",1
"PM.TIG",1.1785279006559,0.648951849631465,1.69658503123648,-0.245897259059189,-0.763556345250815,0.270426082760652,"Women",1
"R.ZARAZUA",1.15644047933221,0.603093397365184,1.71345503345427,-0.195879129881576,-0.763891451493268,0.37653850958781,"Women",1
"S.CIRSTEA",1.36895622630668,0.883837732367398,1.86729954652461,-0.250759214639031,-0.725780873073439,0.239932901869951,"Women",1
"S.HALEP",0.931966393189947,0.556177165459252,1.30332334730223,-0.95729751224928,-1.32312856784289,-0.572843618836658,"Women",8
"S.KENIN",2.2612267646316,1.91861793534404,2.59088340597218,1.20641209605329,0.868628425115798,1.54670243711639,"Women",9
"S.SORRIBESTORMO",-0.413795598363679,-0.97004382142461,0.123086444703019,-1.19814408725693,-1.69541129111623,-0.696540140007705,"Women",2
"S.STEPHENS",1.01030489027294,0.649384055799842,1.37164273576674,-0.171953899479389,-0.525099999329943,0.192911082506016,"Women",5
"S.WILLIAMS",1.79247318576231,1.32622076705033,2.27619627101657,1.12728756786494,0.65752040775864,1.61702121533127,"Women",4
"S.ZHANG",1.48723671000918,0.890806839202455,2.09452251710714,-0.0209984686746175,-0.63498917813406,0.61137035134463,"Women",1
"V.AZARENKA",0.55781727398889,0.130422257893144,0.97383657611264,-0.99853486917432,-1.44365134267483,-0.551252060205045,"Women",2
"V.DIATCHENKO",1.33467501276011,0.796291382349977,1.92522109273814,-0.860232593603938,-1.49673513340856,-0.206687298691084,"Women",1
"V.GRACHEVA",0.294614355888125,-0.225015119970414,0.802571348184871,-0.529510424041466,-1.05777133013664,-0.0029198089325702,"Women",1
"V.KUDERMETOVA",0.797912446862323,0.270778007644614,1.35134937193902,-0.154435389100576,-0.691683211167267,0.403847983788561,"Women",1
"V.KUZMOVA",1.14728416115741,0.304276655688622,1.9981653568369,-0.140566811967876,-1.0332133755095,0.742775676244844,"Women",1
