"name","median_t","mean_t","sd_t","t_quant_2.5","t_quant_97.5","median_wide","mean_wide","sd_wide","wide_quant_2.5","wide_quant_97.5","median_body","mean_body","sd_body","body_quant_2.5","body_quant_97.5","gender","num_matches","num_serves"
"J.MILLMAN",0.34070645668596,0.340782007510383,0.0243107500862068,0.294020176887885,0.388136166473542,0.388694070872971,0.388211730374061,0.025911387890166,0.33843973580283,0.439031271740908,0.270209381874092,0.271006262115556,0.027066586457452,0.220439199255683,0.32429006980116,"Men",1,242
"J.MUNAR",0.376478975871542,0.375948414549605,0.0289778074775414,0.31796620129196,0.43169328469202,0.456194343353642,0.457303368826848,0.0300856340643313,0.400334402920361,0.519752830106332,0.165494458638004,0.166748216623548,0.0265504189111347,0.117883701305189,0.222132741542166,"Men",1,158
"J.RODIONOV",0.410390880164442,0.410547410335809,0.0262637963323193,0.359629819138902,0.461672678879396,0.431381986209033,0.431694794852175,0.0268716197771244,0.380576122522291,0.484380510456838,0.157178607601528,0.157757794812016,0.0225667865882185,0.11529580444287,0.204544162233066,"Men",1,220
"J.SINNER",0.374014262271154,0.374415358743681,0.0210818348009419,0.333645291940396,0.414726412626655,0.39373950190929,0.393945031909849,0.0210877441674552,0.353803367888128,0.435446507880269,0.230918571779009,0.23163960934647,0.0207377608937898,0.192859452500599,0.274290850355116,"Men",3,396
"J.SOCK",0.386801641294075,0.386651136909327,0.0315415175345936,0.324825528610575,0.448549894936667,0.481885858403203,0.482588613000741,0.0329097712753068,0.421278078903669,0.54967326468557,0.128802853821931,0.130760250089932,0.0255970481931861,0.0849750389149816,0.185637467484924,"Men",1,131
"J.STRUFF",0.411268337747904,0.411685879768116,0.0338666598063539,0.345834726297483,0.481074182931831,0.390585293432735,0.390786112131151,0.0324166260657864,0.327429712690754,0.455205286792257,0.195224430939413,0.197528008100733,0.0348889187672754,0.135156246411473,0.270946160732272,"Men",1,96
"J.TSONGA",0.407321769339414,0.407186264771256,0.0235151086752747,0.362350066045474,0.453583168491532,0.431199883447814,0.431591420562612,0.023545425721097,0.386579736435609,0.478339634515626,0.160842401435428,0.161222314666132,0.0197310449721964,0.124491829276145,0.201005079536221,"Men",2,306
"K.KHACHANOV",0.456409447663971,0.45636986677182,0.0211226752791464,0.416070278171437,0.497414936564833,0.3814633188186,0.381289936564505,0.020335511591645,0.341386829224494,0.421940620034529,0.161887637323125,0.162340196663674,0.0174035195073641,0.12999652222212,0.197444099826302,"Men",3,407
"K.NISHIKORI",0.393959617024032,0.393674874287857,0.0183479575107025,0.357587366663706,0.429302692242093,0.407037644869244,0.407296314234824,0.018387303239913,0.37187947062512,0.443636003617978,0.198524933527647,0.199028811477319,0.0163998994717552,0.167757857653421,0.232237222594503,"Men",4,572
"L.HARRIS",0.379476135260936,0.379183968822544,0.0289585179762387,0.322925681514574,0.436411018115761,0.4359116875974,0.43698698095566,0.0295310886632024,0.380387709311866,0.498541267894475,0.182533192302464,0.183829050221796,0.0283492096519104,0.132006694999472,0.242738787336275,"Men",1,150
"L.MAYER",0.346937339447514,0.347352265533325,0.0338716539022472,0.282881231100809,0.415284217771164,0.308338646443749,0.308895919775172,0.0330088528235607,0.244710641298861,0.373194407905731,0.342440500253985,0.343751814691503,0.0430791948023058,0.261858741397214,0.430254282154518,"Men",1,97
"L.POUILLE",0.437771615630339,0.437433999571562,0.0230430039591987,0.393510725487862,0.483188927565601,0.453591937931915,0.453561584481276,0.0229665955074512,0.40896298131796,0.499138052448634,0.108176617895031,0.109004415947161,0.0158162142339943,0.0797823770585414,0.142001341263989,"Men",2,341
"L.SONEGO",0.345134189194784,0.345084285667998,0.026197868979183,0.294904250593364,0.395985951086488,0.427035733401361,0.428248635784641,0.0269495276042907,0.376576735235142,0.482806075294163,0.225543605379913,0.22666707854736,0.0265606280593289,0.178413779871861,0.281893636227731,"Men",2,234
"M.BERRETTINI",0.427018590011014,0.427414039048867,0.0228658755387219,0.383163886673781,0.471893278963179,0.404663984975504,0.404442583132992,0.0221647015383747,0.361310693476527,0.447173877245207,0.167406114263852,0.168143377818141,0.0189298713450171,0.1333801407438,0.206809058576273,"Men",3,351
"M.CECCHINATO",0.480084801278312,0.48081970587006,0.0322131859097537,0.418680279664425,0.543931503574148,0.408722934604056,0.408776500041707,0.0310138168724324,0.348122342893866,0.470538378051003,0.108399031413644,0.110403794088232,0.0232452902410445,0.0687651457506767,0.160513225948036,"Men",1,126
"M.CILIC",0.421797631118863,0.421425948595832,0.0322523898938786,0.35949947005407,0.485902382784787,0.473595771765104,0.47384484329095,0.0317039784544208,0.415147376272485,0.536109905414285,0.102739724835327,0.104729208113219,0.0231605398251693,0.0645639155050414,0.153749546877115,"Men",1,120
"M.FUCSOVICS",0.417939152220068,0.418106908736418,0.0211509777896867,0.378029477202168,0.460239678718155,0.407456927934326,0.40765324377471,0.0206465362638695,0.367696173874787,0.448799842076521,0.173656609480801,0.174239847488872,0.0182164592218111,0.139981801841326,0.210944153975526,"Men",2,395
"M.KLIZAN",0.446498130244222,0.446381364723511,0.0275874115762303,0.391610512103444,0.500616065911434,0.470448448363952,0.470884206525834,0.0272503520063586,0.417917480156396,0.524370239277153,0.0815588614470083,0.0827344287506552,0.0168481736141068,0.0535378278639071,0.119511281148672,"Men",1,206
"M.MARTERER",0.403455670720568,0.404789438284136,0.034199377720642,0.338452755123384,0.471017715870381,0.457113246967161,0.457891588049577,0.0343329329337554,0.391545797214485,0.527507633292355,0.135338512924302,0.137318973666287,0.0290576123300178,0.0857912732664559,0.200824691329355,"Men",1,100
"M.MCDONALD",0.457824333269308,0.45796276468712,0.0364164645936699,0.387300211651367,0.530384363240251,0.414763074255205,0.415031438184768,0.0338047709017684,0.348080431938382,0.48305772943027,0.123892070905888,0.127005797128112,0.0307737343761638,0.0751882525306393,0.194024925416672,"Men",1,72
"M.YMER",0.355780259363991,0.357237461067145,0.0355528472341874,0.288717922642561,0.429487160645801,0.321348808336682,0.321147674511812,0.0336315509560632,0.253873126829491,0.386160667863664,0.320719664652282,0.321614864421043,0.0437149649422784,0.239360181747153,0.410469422119218,"Men",1,93
