"name","median_t","mean_t","sd_t","t_quant_2.5","t_quant_97.5","median_wide","mean_wide","sd_wide","wide_quant_2.5","wide_quant_97.5","median_body","mean_body","sd_body","body_quant_2.5","body_quant_97.5","gender","num_matches","num_serves"
"E.ALEXANDROVA",0.365599958918968,0.365884327394017,0.0414039265039254,0.287353577801133,0.447129414050229,0.417385995498058,0.41774276230567,0.0420022758274603,0.335540275222206,0.501440064684886,0.214414277630722,0.216372910300312,0.0391200897600565,0.144210503925668,0.298995496338391,"Women",1,91
"E.MERTENS",0.393451348572046,0.39402542362077,0.0287554712019803,0.338341783998491,0.451990496259605,0.384600214532836,0.384433257394343,0.0283710384186619,0.329749290125249,0.439940794831816,0.220747756918258,0.221541318984887,0.0254169665922907,0.173458622236215,0.273343185352258,"Women",2,232
"E.RODINA",0.357108910478987,0.358087177412497,0.045740198632446,0.272623732633817,0.448925538235846,0.339577777341269,0.339842583707175,0.0431840360893545,0.258927095081032,0.425789609085921,0.301102361623698,0.302070238880328,0.0491993612142169,0.210024615177423,0.404007615728129,"Women",1,58
"E.RYBAKINA",0.395313790680849,0.395799884147067,0.0373139481946203,0.323179751042087,0.470056465407876,0.37891985893661,0.379595115259604,0.0366102750984164,0.306979154085858,0.451118970482992,0.224501726085544,0.224605000593328,0.0342223869586622,0.162702339940713,0.293851718423115,"Women",1,117
"E.SVITOLINA",0.408605382896348,0.408595318119936,0.0197636267464833,0.370433950446775,0.447865882307503,0.342569760950814,0.34244817776444,0.0192962212263975,0.30526424619691,0.380249580326902,0.248664311917495,0.248956504115623,0.0177227065883813,0.215268470730821,0.284911216164329,"Women",6,548
"F.FERRO",0.41044279624089,0.410531126472168,0.022022301762106,0.367125990033043,0.453707454519613,0.419077807994536,0.418810549375737,0.0213329458615512,0.37667938492592,0.459674771401599,0.170505731387438,0.170658324152095,0.0172081289292768,0.137476935969292,0.20696503106139,"Women",4,462
"G.MUGURUZA",0.451143242051259,0.451422861542756,0.0227838779076183,0.407410992515957,0.495877483689207,0.386831286744751,0.387008485003466,0.0226455885949903,0.343012417561768,0.43236700192969,0.161116610650788,0.161568653453778,0.017815144446476,0.127417237310386,0.198523758040684,"Women",5,402
"I.BARA",0.355945023306963,0.356882802080297,0.046802147691835,0.26808904749555,0.452250278544939,0.303657239261763,0.3049633856136,0.0422616959297539,0.226518969598126,0.393069783439025,0.338000702353052,0.338153812306103,0.0532771203456488,0.240654964134482,0.446518410254688,"Women",1,61
"I.BEGU",0.338866654303972,0.340189377419111,0.0408608993651185,0.265793405059587,0.420907611549177,0.369062356279779,0.369981501353527,0.0403768137761093,0.292338014184656,0.450917470318002,0.288318963493946,0.289829121227362,0.0438537409052024,0.208367625950227,0.379520619042352,"Women",1,89
"I.SWIATEK",0.43169500365019,0.431803615907286,0.0278271693275104,0.375820144702934,0.485912053641283,0.38264348040785,0.382893583437264,0.0266739539521247,0.331630090299034,0.435816981119916,0.184786849256759,0.18530280065545,0.0224147154543749,0.143456282733693,0.231645077123146,"Women",4,271
"J.KONTA",0.383267767315771,0.383434957753431,0.0282951945772196,0.329646257664143,0.438205547831973,0.475066320227789,0.475106573401752,0.0291147112553729,0.41866428662908,0.531657568072842,0.140323025227616,0.141458468844816,0.021525377248789,0.101467186024912,0.187363237280913,"Women",3,241
"J.LARSSON",0.46958272294439,0.470820540228186,0.0464916220817671,0.380247470131912,0.567429908952918,0.353979383363557,0.35452171185104,0.0427925017756999,0.274074188565493,0.442048506216603,0.172726973934773,0.174657747920773,0.0381795338770292,0.107303894407517,0.253517249119035,"Women",1,66
"J.OSTAPENKO",0.406924377460864,0.407151514875273,0.0452108478564372,0.321025546167146,0.495935710466472,0.317537264465359,0.317976993592586,0.0393564078723907,0.243145157651855,0.399084680078478,0.273835035765121,0.274871491532142,0.0454749445912864,0.189385487005781,0.370884838627169,"Women",1,72
"J.PEGULA",0.422262735577287,0.422941871071066,0.0451969538761272,0.336125400838334,0.513817114620516,0.28909689355004,0.290198732987982,0.0390812339980353,0.2165104011238,0.367787993598654,0.285279351526641,0.286859395940953,0.0460693937757045,0.200206577985906,0.382886498837903,"Women",1,78
"K.AHN",0.366241940211177,0.366210362335285,0.0408955221141092,0.288614879299174,0.44938152918614,0.295023643003683,0.295412619553879,0.0375313663730182,0.225476367067361,0.37160043176882,0.3372365853087,0.338377018110835,0.0437810738018041,0.256719242063984,0.431203658307376,"Women",1,96
"K.BERTENS",0.442688830827778,0.442771354323696,0.0252499082431874,0.393707925460546,0.492896890716756,0.381200332538142,0.381506224243358,0.025023009635265,0.334855733007558,0.430898605713123,0.175731523831493,0.175722421432946,0.0204923458551868,0.136614326717744,0.217883325264279,"Women",5,333
"K.JUVAN",0.370035906079955,0.369873063627056,0.0358281853419146,0.30110416153703,0.441093970362739,0.4529429922924,0.453368514485812,0.0362608326215171,0.384228338781556,0.524525026283499,0.175938302294057,0.176758421887132,0.0300757641851349,0.122063098520086,0.238612186223217,"Women",1,129
"K.KANEPI",0.324983751140808,0.325671303044673,0.0355079066359918,0.258374685511267,0.396945857118047,0.429856632933018,0.429960558960031,0.0362774915374749,0.359361617886113,0.500716438494994,0.243704738276331,0.244368137995296,0.0349744159203194,0.17845908662405,0.314700072062321,"Women",1,123
"K.MLADENOVIC",0.37174791437755,0.372046979380806,0.0272923080164368,0.31853667443219,0.425450071936697,0.401535902635217,0.401584125169154,0.0283914802482756,0.346699940108219,0.457682755521682,0.224939482036184,0.22636889545004,0.0261045101622387,0.177381568714648,0.279452584431479,"Women",3,249
"K.NARA",0.343422202357591,0.343994057621894,0.0422454067831199,0.263505532863006,0.428345440693005,0.383534946559128,0.383469521305179,0.0429408749924071,0.302501064752966,0.471286472623066,0.270852309229744,0.272536421072927,0.04455287444746,0.189703575074681,0.36873587689928,"Women",1,74
"K.SINIAKOVA",0.497265236149496,0.497734533288234,0.0316739312957702,0.436880113117452,0.560508544809057,0.272270820480955,0.272363127926957,0.0275845193069138,0.21907501628443,0.327047893219397,0.22909010652523,0.22990233878481,0.0276169757470269,0.178119127161715,0.286183721856806,"Women",3,211
"K.ZAVATSKA",0.29192369094132,0.292883257931065,0.0368435206810218,0.223378199815714,0.367579697630309,0.305340497655424,0.306391548088951,0.0368134591026016,0.235757156230732,0.380118429846356,0.399815718601025,0.400725193979984,0.0452268831029726,0.31498962762711,0.490746855735478,"Women",1,101
"Ka.PLISKOVA",0.444327204076181,0.444347119716642,0.0253184316413277,0.394991159455773,0.494334482453377,0.419651828189199,0.419857363335545,0.0250038055669685,0.37081751079999,0.467636670279871,0.134963342197677,0.135795516947814,0.0178543920244328,0.102649232840317,0.173110109251381,"Women",4,354
"Kr.PLISKOVA",0.493492285072668,0.494726565997153,0.0417493959902336,0.413939661103982,0.577574504307739,0.341921207272173,0.342244833465499,0.0375622021752522,0.269188427251814,0.416506655024951,0.161340672763892,0.163028600537348,0.0317767790827696,0.105937207147849,0.228572762794599,"Women",1,97
"L.FERNANDEZ",0.388318631076777,0.389059370888096,0.0382070917831346,0.315379533736269,0.466020673154546,0.351984019471395,0.352333804664121,0.0349899529300705,0.286838904726794,0.421893143598466,0.257562897455803,0.258606824447783,0.0366050012647184,0.191447014548372,0.332061601134685,"Women",1,121
"L.SAMSONOVA",0.344382656001041,0.344140625438633,0.0367096908272728,0.272141715930252,0.41745478126574,0.425763214602926,0.426031943763245,0.038216685616972,0.352300542700501,0.503801849277992,0.228126498679373,0.229827430798122,0.0341634540056778,0.166612432669755,0.299907636743438,"Women",1,123
"L.SIEGEMUND",0.251287544883894,0.252367115526143,0.0295576383051553,0.198312512959303,0.312782714735077,0.319191067011208,0.32021109666977,0.0320313993997555,0.258356252711417,0.385615740478456,0.427392940576856,0.427421787804087,0.0366472077110117,0.355190078060935,0.498627415582574,"Women",2,162
"L.TSURENKO",0.351494358589287,0.352859221511118,0.0462566694588445,0.265372340811684,0.447860116240313,0.281303089232101,0.282288005935369,0.0411862298975241,0.204922419470358,0.36570080809395,0.36326459673537,0.364852772553513,0.0524425345948319,0.269399697343364,0.469815200400641,"Women",1,63
"M.BARTHEL",0.436545399942034,0.436622686795061,0.0424201669162732,0.353852530522589,0.522697636177993,0.351747198694818,0.352260445428924,0.0403115243419003,0.274439060480786,0.434302878547959,0.209446190440486,0.211116867776015,0.0380280426875931,0.142236645910796,0.291683474167054,"Women",1,83
"M.BRENGLE",0.279251012504498,0.281082042342667,0.0455355613562082,0.196631631728471,0.373939422053081,0.360140904952135,0.361747336684576,0.046495078189007,0.275523522037835,0.45583995004181,0.35533609774831,0.357170620972757,0.0564811853883063,0.253523549841336,0.472510964979599,"Women",1,52
"M.DOI",0.411895763521816,0.412516593834944,0.0401846073833996,0.335843773149725,0.493666393002492,0.347861636041382,0.348424166153353,0.0372468396860978,0.278355160900592,0.423230002695103,0.237910680697147,0.239059240011703,0.0379068316129551,0.167639304806046,0.318798029041854,"Women",1,104
"M.KEYS",0.45279373511825,0.453341975286704,0.0312132719866626,0.393125763580324,0.516677923378148,0.367603254402714,0.368306127339123,0.0304567666144296,0.309512126318334,0.42833093537716,0.17724388911452,0.178351897374173,0.0242210432960587,0.133404022784097,0.228122008469214,"Women",3,221
"M.LINETTE",0.480094205765019,0.479611694903917,0.0354092955363716,0.411760509602698,0.548845965074394,0.409451803104038,0.410752467267558,0.034157624655315,0.344541791512538,0.481042911268026,0.108573286032152,0.109635837828525,0.0214441207413496,0.0711299031380511,0.155034072588647,"Women",1,156
"M.SHERIF",0.402455112073437,0.40310258963266,0.036128552761048,0.333664623125408,0.476049897901779,0.342283663848277,0.343270479398065,0.0342003920741703,0.277730200450325,0.409963198804201,0.252557448721901,0.253626930969274,0.0346949984397307,0.189148414203498,0.322803808792902,"Women",1,132
"M.TREVISAN",0.340539561018616,0.340805555265146,0.0334417834156543,0.276320432615086,0.407640438479234,0.305631051002796,0.306670345611472,0.0322774970375445,0.246052937837889,0.372533635835283,0.351825427511375,0.352524099123383,0.0360892010303111,0.284300954721345,0.425074977080769,"Women",2,151
"M.VONDROUSOVA",0.48130164915252,0.481865992827468,0.0304805072934929,0.423100226041719,0.541321792387247,0.261755141760367,0.26199194786604,0.0262538346340607,0.212755747471897,0.31333253212763,0.255602489164201,0.256142059306492,0.0281558266536041,0.203882791213674,0.312708961405231,"Women",3,218
"N.OSAKA",0.459114450714509,0.459291037206362,0.024734972060495,0.410670028079632,0.509159864856982,0.402063197328952,0.401856711784815,0.024602421710605,0.352390867878989,0.449265572278149,0.138012890686102,0.138852251008823,0.0179089940403166,0.105642407455411,0.176095577655361,"Women",3,330
"N.PODOROSKA",0.415107496722729,0.415083325934817,0.0368171104244845,0.342666029464003,0.490448898276253,0.407146810072587,0.407910582294621,0.0364965716974696,0.336056141415953,0.479492203693726,0.17544340670091,0.177006091770562,0.0306141768002049,0.121104222096359,0.240502782967024,"Women",2,128
"O.DODIN",0.400755079846233,0.402143621664276,0.041544380300724,0.321785789192233,0.484760419433632,0.29261694378157,0.293352667213584,0.0376341849438068,0.222751963475038,0.370104885550492,0.304064435395798,0.30450371112214,0.0433439524512312,0.224651050285086,0.392737435774358,"Women",1,89
"O.JABEUR",0.519130596071257,0.519724354216485,0.0389891413328023,0.443457188466907,0.595111957208576,0.340870273143251,0.340999301609318,0.0345824708023154,0.273314584239624,0.41017149122483,0.137895357105009,0.139276344174198,0.027073174997038,0.0901690080867405,0.196783130861691,"Women",1,133
"P.HERCOG",0.477112742689572,0.477353428253135,0.0357006099907836,0.408293641699168,0.54892418810622,0.360540388758938,0.360392080690676,0.0322157757715461,0.298310958299251,0.423895394892307,0.160593351118896,0.162254491056189,0.0273608653101057,0.112471483020443,0.219207637317824,"Women",1,153
"P.KVITOVA",0.421469557802985,0.421703483623108,0.0226586263000425,0.376950395756964,0.467318897926959,0.428923584649087,0.429069311551068,0.0230860617460311,0.383472694428407,0.474011812431761,0.148831371476842,0.149227204825823,0.0169470410835749,0.117283367007569,0.184055241918225,"Women",5,420
"P.MARTIC",0.339516687106811,0.339899941063366,0.023743867849821,0.293393825453071,0.387908107973533,0.431096615139539,0.430990744938592,0.0245105137702316,0.383893063819246,0.479093334161894,0.228520010163069,0.229109313998043,0.021515359767912,0.188753312449478,0.27269719258479,"Women",4,346
"P.PARMENTIER",0.354330989177702,0.354999427463826,0.0411065446130717,0.276626640434101,0.437373418816959,0.328650944871011,0.329380277352773,0.0387147430560446,0.254207801325325,0.404760275013515,0.31418967050682,0.315620295183402,0.0442433352736216,0.234624644520761,0.404207716937964,"Women",1,89
"PM.TIG",0.352861315812157,0.353246245338194,0.0341598443095,0.286504379238482,0.419854562091943,0.44825733453527,0.449241576243445,0.0339548282739321,0.384968343327512,0.516483654579899,0.196104400686944,0.197512178418361,0.0299252013210691,0.141191212984597,0.260724156188299,"Women",1,148
"R.ZARAZUA",0.437420881811784,0.437662061578735,0.0427774016619836,0.357843934175743,0.523627111954604,0.345019904085791,0.345267676393846,0.0392557039894864,0.268781658106359,0.422982208632689,0.214959489596507,0.217070262027418,0.0392557568435445,0.144642723331111,0.298849878900415,"Women",1,89
"S.CIRSTEA",0.412844877952333,0.413449264557605,0.0338183575102799,0.347527696159741,0.482023777983073,0.363160675076398,0.363037602607994,0.0329073185921716,0.299659522466815,0.428841011826919,0.222045653560692,0.223513132834401,0.0315668463475407,0.165533800461201,0.288909832857263,"Women",1,153
"S.HALEP",0.427624509734487,0.427401805677388,0.0197894851873576,0.389237725577319,0.466526716577081,0.307153813699006,0.307508139289683,0.0182551630162507,0.271985458194242,0.343905718990353,0.265251602595389,0.265090055032929,0.0181108311407189,0.230160866081188,0.300659966352117,"Women",8,574
"S.KENIN",0.457852891044318,0.458084218790845,0.0167270832416945,0.425696798376475,0.491642557054275,0.446488991108082,0.44637833189995,0.0164504277132813,0.41454069314419,0.479033277516714,0.0953259776745897,0.0955374493092053,0.00953674391369385,0.078111972268211,0.114976954607959,"Women",9,889
"S.SORRIBESTORMO",0.213497865000229,0.214576603291212,0.0315157292336549,0.154898036383239,0.277517769405177,0.382932562915136,0.383991196970596,0.0367306842493207,0.314534432098153,0.45847375747723,0.400941090513001,0.401432199738192,0.0406443496658302,0.323096962039506,0.480792992790749,"Women",2,134
"S.STEPHENS",0.403957070185402,0.404780546625342,0.0221921523798582,0.3612355193653,0.448455842417237,0.364776752965799,0.364662071142599,0.021824762583273,0.321221395563083,0.408064785561108,0.230197671144127,0.23055738223206,0.0196884643515375,0.192583534758368,0.270587345783988,"Women",5,421
"S.WILLIAMS",0.40047033728064,0.400563592668798,0.0259634067957648,0.349552312933376,0.450862573255106,0.509038078879215,0.509198787797916,0.0264552758391924,0.458890824809211,0.561181953981968,0.089185939513937,0.0902376195332856,0.0152956831231629,0.0620497020405069,0.123200321616288,"Women",4,314
"S.ZHANG",0.480762689039139,0.481576335075177,0.0444609683046774,0.395071058217026,0.570643459467786,0.358796144139092,0.358803121337496,0.0401196753828529,0.28407302742122,0.440768180641889,0.15689012375395,0.159620543587327,0.0331856705805429,0.101112088532242,0.230720691403277,"Women",1,87
"V.AZARENKA",0.388988885151559,0.388969929677457,0.0321750895269202,0.326434765698748,0.453130992175406,0.294006336682106,0.294839079532031,0.0288096100377572,0.240650200444834,0.353703445545772,0.315186229540075,0.316190990790512,0.0327754693774455,0.254352899728244,0.382550007165901,"Women",2,186
"V.DIATCHENKO",0.556624940115816,0.557068241750659,0.043773765909956,0.473154193776039,0.641709898390727,0.241741335153142,0.242065591102421,0.0351268792574957,0.174863994286862,0.313090023734741,0.199322263294121,0.20086616714692,0.0371701528074704,0.135099969686529,0.279600633901247,"Women",1,99
"V.GRACHEVA",0.31392894395128,0.314698206310948,0.0390996568920187,0.240508401508464,0.394921310975721,0.359706657141281,0.36062528638516,0.0387569489359338,0.287542942841525,0.439489466957044,0.324043941130971,0.324676507303893,0.0426127990161493,0.243603569599561,0.410040399089292,"Women",1,99
"V.KUDERMETOVA",0.37778300520971,0.377915319808543,0.0361181977062748,0.309704720196263,0.452234302385747,0.409701068820954,0.41032473620697,0.0354112031963399,0.343376936899394,0.481258534745134,0.210312814681474,0.211759943984487,0.0329441420018389,0.152794969153638,0.280799025419919,"Women",1,126
"V.KUZMOVA",0.424292638591438,0.424874249567704,0.0610463734104127,0.30901244264828,0.548239262811227,0.370156198212943,0.371638913726946,0.0558107189607987,0.265414835889346,0.485005642171416,0.19917610171496,0.20348683670535,0.0570707873611622,0.106301020736413,0.328324620462418,"Women",1,19
